Date,Dhaka AQI,pressure_level,latitude,longitude,co,aermr04,no2,no,go3,pan,c3h8,q,so2,t,r,u,v,pm1_combined,pm2p5_combined,pm10_combined
6/30/2024,85,1000,23.75,90.32,2.37E-07,8.06E-11,1.97E-08,2.63E-10,3.05E-08,8.90E-10,2.15E-09,0.020807974,5.85E-09,300.7522,90.98233,-0.17123687,3.4803638,9.29E-09,1.28E-08,1.84E-08
7/1/2024,97,1000,23.75,90.32,3.01E-07,7.67E-11,2.05E-08,3.78E-10,5.78E-08,3.68E-09,2.79E-09,0.020562656,1.30E-08,300.97607,87.66791,1.1668367,2.438364,1.91E-08,2.35E-08,3.41E-08
7/2/2024,100,1000,23.75,90.32,4.12E-07,8.64E-11,3.64E-08,5.65E-10,3.18E-08,4.06E-09,4.84E-09,0.020339187,1.46E-08,299.92163,92.407104,-0.18489951,1.0169477,2.40E-08,2.90E-08,4.10E-08
7/3/2024,97,1000,23.75,90.32,2.52E-07,9.30E-11,1.89E-08,5.52E-10,4.77E-08,1.34E-09,2.24E-09,0.020009514,6.43E-09,300.5901,86.801895,-0.43459707,2.5573997,1.23E-08,1.57E-08,2.27E-08
7/4/2024,96,1000,23.75,90.32,2.00E-07,1.30E-10,1.33E-08,8.43E-10,4.41E-08,8.20E-10,1.58E-09,0.020645633,4.44E-09,300.84326,88.891846,-0.5821549,3.697403,9.45E-09,1.36E-08,2.06E-08
7/5/2024,80,1000,23.75,90.32,1.98E-07,1.14E-10,1.41E-08,4.58E-10,5.49E-08,1.00E-09,1.43E-09,0.020404331,5.55E-09,301.16772,83.863495,-0.66717905,3.3755798,9.58E-09,1.32E-08,1.97E-08
7/6/2024,89,1000,23.75,90.32,2.15E-07,2.55E-10,1.79E-08,4.50E-10,4.00E-08,7.21E-10,1.88E-09,0.020131785,5.66E-09,301.427,81.81853,-0.24129707,2.4963417,1.21E-08,1.87E-08,3.16E-08
7/7/2024,92,1000,23.75,90.32,2.46E-07,2.05E-10,2.07E-08,8.52E-10,3.66E-08,1.03E-09,2.44E-09,0.021081056,6.26E-09,302.33447,82.60832,0.5283255,1.6886683,1.52E-08,2.12E-08,3.35E-08
7/8/2024,92,1000,23.75,90.32,2.25E-07,2.24E-10,1.89E-08,1.01E-09,3.70E-08,9.16E-10,2.15E-09,0.019540329,6.44E-09,302.74243,75.26817,-1.0550575,2.280757,1.19E-08,1.78E-08,2.64E-08
7/9/2024,74,1000,23.75,90.32,2.00E-07,1.66E-10,1.59E-08,1.03E-09,4.08E-08,9.54E-10,1.77E-09,0.020438582,6.87E-09,301.17017,85.9742,-0.5301577,3.2960968,1.12E-08,1.66E-08,2.52E-08
7/10/2024,84,1000,23.75,90.32,2.55E-07,2.55E-10,2.11E-08,1.13E-09,4.63E-08,1.26E-09,2.55E-09,0.021448795,7.10E-09,302.73413,81.662384,-0.3647769,2.5512362,1.53E-08,2.31E-08,3.45E-08
7/11/2024,88,1000,23.75,90.32,2.32E-07,2.04E-10,1.91E-08,6.65E-10,5.30E-08,1.28E-09,1.96E-09,0.02038499,8.16E-09,301.96704,81.08652,-1.2075081,3.1905746,2.15E-08,2.89E-08,4.26E-08
7/12/2024,86,1000,23.75,90.32,2.05E-07,2.28E-10,1.48E-08,8.45E-10,5.42E-08,9.84E-10,1.56E-09,0.019385304,6.09E-09,301.7793,78.44946,-0.8490893,2.5937147,1.55E-08,2.23E-08,3.34E-08
7/13/2024,98,1000,23.75,90.32,2.38E-07,2.82E-10,1.87E-08,8.51E-10,4.49E-08,9.19E-10,2.14E-09,0.019713521,5.57E-09,303.45923,74.77692,-1.1979923,2.0155506,1.74E-08,2.49E-08,3.67E-08
7/14/2024,97,1000,23.75,90.32,2.42E-07,2.30E-10,1.97E-08,1.46E-09,4.81E-08,1.00E-09,2.34E-09,0.020205561,6.54E-09,304.08203,71.99638,-1.3517771,1.2898808,1.57E-08,2.22E-08,3.24E-08
7/15/2024,78,1000,23.75,90.32,2.21E-07,6.55E-11,1.87E-08,5.89E-10,4.31E-08,1.02E-09,2.08E-09,0.021089982,6.57E-09,303.47778,76.86859,-1.9464302,2.304552,1.04E-08,1.41E-08,2.07E-08
7/16/2024,85,1000,23.75,90.32,2.00E-07,5.54E-11,1.67E-08,8.23E-10,5.03E-08,8.79E-10,1.76E-09,0.020864103,6.08E-09,303.61133,75.69791,-1.6425638,2.0762424,1.04E-08,1.42E-08,2.10E-08
7/17/2024,90,1000,23.75,90.32,2.42E-07,6.31E-11,2.11E-08,1.18E-09,4.20E-08,8.76E-10,2.46E-09,0.020224225,6.30E-09,304.26392,72.108826,0.20958781,1.2195807,1.44E-08,1.82E-08,2.63E-08
7/18/2024,90,1000,23.75,90.32,2.87E-07,6.85E-11,2.30E-08,2.75E-10,8.77E-08,2.21E-09,2.65E-09,0.022353537,1.16E-08,305.2837,73.52934,-0.06256449,1.5122995,3.42E-08,4.08E-08,5.82E-08
7/19/2024,64,1000,23.75,90.32,1.91E-07,4.74E-11,1.49E-08,4.88E-10,5.38E-08,9.65E-10,1.60E-09,0.020338163,5.68E-09,303.4292,76.39783,-1.6311579,2.8590422,9.56E-09,1.31E-08,1.96E-08
7/20/2024,62,1000,23.75,90.32,1.94E-07,6.25E-11,1.59E-08,9.04E-10,4.67E-08,9.17E-10,1.80E-09,0.020807158,5.19E-09,303.3872,76.8622,-2.1577187,1.9863491,7.94E-09,1.17E-08,1.77E-08
7/21/2024,59,1000,23.75,90.32,1.89E-07,8.05E-12,1.58E-08,5.53E-10,3.75E-08,6.99E-10,1.70E-09,0.020423137,5.41E-09,302.74048,77.82811,-2.1530027,2.8847055,7.25E-09,1.07E-08,1.65E-08
7/22/2024,69,1000,23.75,90.32,1.68E-07,4.48E-11,1.28E-08,3.09E-10,3.83E-08,3.38E-10,1.30E-09,0.019666128,4.19E-09,301.6355,80.06244,-2.2751398,4.0235224,5.97E-09,8.54E-09,1.29E-08
7/23/2024,64,1000,23.75,90.32,1.73E-07,7.92E-11,1.27E-08,3.34E-10,4.84E-08,7.26E-10,1.41E-09,0.019484289,4.44E-09,302.7915,75.287094,-3.0281343,3.1928635,6.71E-09,1.16E-08,1.84E-08
7/24/2024,79,1000,23.75,90.32,2.44E-07,5.28E-11,1.59E-08,5.54E-10,5.89E-08,1.24E-09,1.93E-09,0.021509659,5.82E-09,303.28418,81.16214,-1.0018148,2.9005795,1.32E-08,1.70E-08,2.51E-08
7/25/2024,88,1000,23.75,90.32,2.44E-07,4.72E-11,2.01E-08,7.95E-10,6.56E-08,1.37E-09,2.37E-09,0.020698346,7.30E-09,305.4458,70.30278,-1.5682621,1.1780262,1.36E-08,1.74E-08,2.56E-08
7/26/2024,76,1000,23.75,90.32,2.07E-07,2.90E-11,1.38E-08,4.75E-10,6.46E-08,1.56E-09,1.64E-09,0.020554736,6.92E-09,303.31982,77.285706,-3.867939,2.1654615,9.22E-09,1.15E-08,1.67E-08
7/27/2024,69,1000,23.75,90.32,1.95E-07,6.35E-11,1.43E-08,5.24E-10,5.49E-08,7.87E-10,1.59E-09,0.020937875,4.86E-09,304.0039,75.13298,-1.814064,2.947753,8.57E-09,1.21E-08,1.81E-08
7/28/2024,77,1000,23.75,90.32,2.06E-07,8.92E-11,1.65E-08,3.46E-10,5.38E-08,1.18E-09,1.81E-09,0.02059561,6.23E-09,303.94702,74.803665,-1.9172506,2.9701138,9.87E-09,1.30E-08,1.88E-08
7/29/2024,73,1000,23.75,90.32,2.29E-07,1.39E-10,1.77E-08,5.65E-10,4.85E-08,1.17E-09,2.07E-09,0.02141717,5.47E-09,302.24634,85.556335,-1.4349251,2.487053,1.02E-08,1.46E-08,2.12E-08
7/30/2024,63,1000,23.75,90.32,2.48E-07,1.60E-10,2.02E-08,3.20E-10,5.39E-08,1.21E-09,2.10E-09,0.021306746,6.86E-09,302.66553,81.02185,-0.5584257,2.7883978,1.29E-08,1.71E-08,2.46E-08
7/31/2024,108,1000,23.75,90.32,2.05E-07,2.45E-10,1.57E-08,5.82E-10,6.44E-08,1.95E-09,1.67E-09,0.019933868,8.68E-09,302.88745,75.43411,-2.6589165,1.5977125,1.75E-08,2.38E-08,3.40E-08
8/1/2024,70,1000,23.75,90.32,2.13E-07,2.33E-10,1.26E-08,3.84E-10,4.56E-08,1.21E-09,1.63E-09,0.020137437,5.33E-09,300.24805,90.25191,-2.2935123,5.6952047,9.30E-09,1.44E-08,1.99E-08
8/2/2024,87,1000,23.75,90.32,2.11E-07,7.64E-10,1.61E-08,1.06E-10,3.46E-08,6.02E-10,1.75E-09,0.01958907,4.96E-09,299.36694,92.61455,-0.91420996,4.0819798,1.14E-08,2.29E-08,3.49E-08
8/3/2024,87,1000,23.75,90.32,2.36E-07,2.38E-10,1.88E-08,7.32E-10,3.94E-08,1.46E-09,2.16E-09,0.019581143,7.07E-09,299.64624,90.126755,-1.7178011,2.9928102,1.25E-08,2.01E-08,3.10E-08
8/4/2024,85,1000,23.75,90.32,2.21E-07,1.40E-10,1.73E-08,6.18E-10,4.84E-08,9.52E-10,1.82E-09,0.019435149,5.78E-09,302.0266,77.36745,0.6693652,3.0498333,1.53E-08,2.04E-08,3.10E-08
8/5/2024,89,1000,23.75,90.32,2.34E-07,1.84E-10,1.88E-08,7.10E-10,3.54E-08,8.01E-10,2.10E-09,0.01964419,5.37E-09,300.77783,85.18082,0.17197454,2.9869432,1.33E-08,1.81E-08,2.74E-08
8/6/2024,70,1000,23.75,90.32,2.29E-07,1.03E-10,1.95E-08,4.93E-10,3.20E-08,9.87E-10,2.16E-09,0.019834012,5.84E-09,300.65698,86.32678,-0.97746354,2.26552,1.14E-08,1.51E-08,2.20E-08
8/7/2024,73,1000,23.75,90.32,1.78E-07,1.58E-10,1.27E-08,6.23E-10,4.70E-08,1.07E-09,1.40E-09,0.019396286,5.13E-09,301.313,79.65701,-1.7098122,3.6398163,9.12E-09,1.45E-08,2.17E-08
8/8/2024,73,1000,23.75,90.32,1.97E-07,1.48E-10,1.50E-08,1.86E-10,3.92E-08,9.53E-10,1.58E-09,0.01919631,5.37E-09,300.1587,85.10895,-1.631731,3.7065191,8.17E-09,1.21E-08,1.87E-08
8/9/2024,76,1000,23.75,90.32,2.27E-07,1.59E-10,1.84E-08,3.54E-10,3.81E-08,1.12E-09,2.01E-09,0.019929394,5.72E-09,300.7351,86.04909,-1.6748943,3.0082417,1.11E-08,1.63E-08,2.46E-08
8/10/2024,76,1000,23.75,90.32,2.45E-07,3.97E-10,1.93E-08,4.65E-10,3.76E-08,8.67E-10,2.19E-09,0.019994091,5.75E-09,300.44897,88.55969,-0.82300097,2.5793161,1.47E-08,2.27E-08,3.32E-08
8/11/2024,110,1000,23.75,90.32,3.10E-07,1.53E-10,2.47E-08,2.12E-11,5.39E-08,1.67E-09,2.84E-09,0.020092998,7.56E-09,300.7373,87.406906,-0.59329844,1.9043198,1.85E-08,2.35E-08,3.33E-08
8/12/2024,103,1000,23.75,90.32,2.92E-07,2.80E-10,2.62E-08,1.11E-10,3.80E-08,1.51E-09,2.98E-09,0.02036623,8.87E-09,300.1631,90.82115,-1.6869993,1.001441,1.98E-08,2.68E-08,3.89E-08
8/13/2024,111,1000,23.75,90.32,2.59E-07,2.60E-10,2.14E-08,6.70E-10,5.14E-08,1.76E-09,2.34E-09,0.020069879,7.62E-09,302.98584,75.82367,-0.8461461,1.9925089,2.12E-08,2.86E-08,4.31E-08
8/14/2024,118,1000,23.75,90.32,2.40E-07,1.56E-10,1.95E-08,6.68E-10,5.66E-08,1.51E-09,2.20E-09,0.02044294,7.43E-09,303.3567,75.79033,-1.500761,1.9613466,1.52E-08,2.01E-08,2.96E-08
8/15/2024,82,1000,23.75,90.32,2.54E-07,1.88E-10,2.02E-08,7.77E-10,4.62E-08,1.03E-09,2.17E-09,0.020680573,6.44E-09,303.84595,74.751114,-0.7415535,2.0462637,1.53E-08,2.12E-08,3.15E-08
8/16/2024,85,1000,23.75,90.32,2.16E-07,6.16E-11,1.93E-08,4.55E-10,4.39E-08,2.71E-09,1.93E-09,0.01889291,1.07E-08,300.85278,81.24362,-2.669961,0.60681206,1.19E-08,1.50E-08,2.16E-08
8/17/2024,44,1000,23.75,90.32,2.45E-07,1.50E-10,1.93E-08,4.81E-10,6.86E-08,4.61E-09,1.89E-09,0.018397715,1.11E-08,301.65186,75.96217,-2.6195068,-1.458107,2.12E-08,2.73E-08,3.93E-08
8/18/2024,81,1000,23.75,90.32,2.52E-07,4.35E-11,1.80E-08,3.44E-12,5.27E-08,1.35E-09,2.15E-09,0.019423421,6.84E-09,299.5559,90.3479,-3.2923183,1.1996231,1.06E-08,1.33E-08,1.92E-08
8/19/2024,70,1000,23.75,90.32,3.38E-07,3.11E-11,2.72E-08,3.18E-10,4.86E-08,3.19E-09,3.33E-09,0.01932007,1.04E-08,299.886,87.911514,-1.5309734,0.06605834,1.44E-08,1.74E-08,2.51E-08
8/20/2024,77,1000,23.75,90.32,2.98E-07,1.04E-10,2.38E-08,4.64E-11,4.10E-08,1.19E-09,2.68E-09,0.020318262,7.01E-09,299.7141,92.72606,0.49112302,2.4844255,2.63E-08,3.24E-08,4.65E-08
8/21/2024,148,1000,23.75,90.32,3.65E-07,1.99E-11,2.69E-08,4.58E-10,8.28E-08,3.55E-09,3.25E-09,0.01976059,1.23E-08,301.83057,79.96466,-1.2729664,1.1605587,2.44E-08,2.92E-08,4.23E-08
8/22/2024,127,1000,23.75,90.32,2.88E-07,3.71E-11,2.38E-08,6.27E-10,3.51E-08,1.32E-09,2.73E-09,0.020187251,8.66E-09,299.3042,93.42587,-0.89526534,2.231679,1.62E-08,1.96E-08,2.82E-08
8/23/2024,101,1000,23.75,90.32,2.54E-07,7.17E-12,2.37E-08,3.19E-10,3.04E-08,1.34E-09,2.62E-09,0.019563708,7.58E-09,299.55396,89.95453,-2.1964645,1.8830528,1.26E-08,1.56E-08,2.28E-08
8/24/2024,92,1000,23.75,90.32,2.58E-07,1.35E-11,2.13E-08,3.15E-10,5.78E-08,1.67E-09,2.40E-09,0.019732814,6.86E-09,302.1211,78.82277,-1.6170235,1.7966652,1.34E-08,1.69E-08,2.48E-08
8/25/2024,73,1000,23.75,90.32,2.44E-07,1.24E-11,2.09E-08,1.60E-10,4.42E-08,2.77E-09,2.31E-09,0.018485859,8.64E-09,299.51294,85.61879,-2.35351,1.2429667,1.12E-08,1.32E-08,1.88E-08
8/26/2024,74,1000,23.75,90.32,2.08E-07,1.14E-10,1.61E-08,5.19E-10,4.27E-08,1.84E-09,1.89E-09,0.019118693,6.26E-09,299.42725,88.2852,-1.976902,3.1392584,1.02E-08,1.45E-08,2.10E-08
8/27/2024,103,1000,23.75,90.32,2.39E-07,1.19E-10,1.95E-08,5.56E-10,4.82E-08,1.40E-09,2.16E-09,0.019144036,6.44E-09,301.8474,77.06172,-0.06368625,2.6802225,1.38E-08,1.86E-08,2.72E-08
8/28/2024,122,1000,23.75,90.32,3.24E-07,2.37E-10,3.20E-08,8.70E-10,4.31E-08,2.23E-09,3.62E-09,0.018698625,9.55E-09,301.93408,75.990616,-0.6456259,0.97397053,2.06E-08,2.88E-08,4.47E-08
8/29/2024,112,1000,23.75,90.32,4.23E-07,9.14E-11,4.05E-08,5.92E-10,7.07E-08,2.78E-09,5.01E-09,0.019386105,1.06E-08,304.43066,67.979904,-0.39789152,0.8482647,3.07E-08,3.73E-08,5.46E-08
8/30/2024,111,1000,23.75,90.32,3.24E-07,5.22E-11,2.64E-08,4.29E-10,6.86E-08,1.97E-09,3.16E-09,0.020263147,7.52E-09,304.26025,71.810165,0.2316277,2.0970745,2.35E-08,2.82E-08,4.08E-08
8/31/2024,58,1000,23.75,90.32,2.84E-07,3.27E-11,2.52E-08,4.13E-10,4.71E-08,1.84E-09,3.00E-09,0.019865166,7.75E-09,303.2329,74.24974,-1.2256851,2.1522121,1.37E-08,1.83E-08,2.76E-08
9/1/2024,87,1000,23.75,90.32,2.76E-07,1.11E-10,2.61E-08,3.71E-10,6.80E-08,4.17E-09,2.77E-09,0.01943764,1.57E-08,301.4016,82.00108,-2.2604933,0.56141406,2.02E-08,2.70E-08,4.17E-08
9/2/2024,152,1000,23.75,90.32,3.70E-07,1.06E-10,3.44E-08,2.48E-10,9.36E-08,3.27E-09,4.13E-09,0.019098546,1.32E-08,304.00366,68.405945,-0.006256089,0.6792474,3.27E-08,4.10E-08,6.17E-08
9/3/2024,135,1000,23.75,90.32,3.35E-07,1.60E-10,3.26E-08,4.10E-10,4.93E-08,2.09E-09,3.59E-09,0.018341519,1.06E-08,302.2207,72.12569,-0.35929275,1.2369909,2.72E-08,3.45E-08,5.06E-08
9/4/2024,95,1000,23.75,90.32,4.07E-07,1.71E-10,3.82E-08,6.62E-10,4.02E-08,1.52E-09,4.60E-09,0.020093516,6.67E-09,303.04443,76.17348,0.051895965,0.25075048,2.32E-08,2.97E-08,4.37E-08
9/5/2024,122,1000,23.75,90.32,3.86E-07,1.65E-10,3.53E-08,4.69E-10,5.44E-08,2.29E-09,4.31E-09,0.019573662,1.00E-08,303.95068,71.1221,-1.117671,1.23592,2.55E-08,3.25E-08,4.87E-08
9/6/2024,90,1000,23.75,90.32,4.74E-07,6.68E-11,4.22E-08,1.69E-10,1.20E-07,5.67E-09,5.49E-09,0.021955304,2.22E-08,304.71094,75.83728,0.39980286,-0.20661974,3.78E-08,4.57E-08,6.68E-08
9/7/2024,141,1000,23.75,90.32,4.33E-07,5.74E-11,3.68E-08,2.54E-10,1.02E-07,4.24E-09,4.70E-09,0.021131616,1.18E-08,304.45752,75.34187,-0.012015224,1.5641489,3.68E-08,4.39E-08,6.31E-08
9/8/2024,86,1000,23.75,90.32,2.81E-07,3.01E-11,2.43E-08,3.94E-10,5.76E-08,1.81E-09,2.86E-09,0.020491745,6.66E-09,303.865,75.18068,-0.96789736,1.619997,1.39E-08,1.70E-08,2.48E-08
9/9/2024,82,1000,23.75,90.32,2.24E-07,8.59E-11,1.72E-08,2.94E-10,4.86E-08,1.15E-09,1.91E-09,0.020470027,5.42E-09,303.22314,77.07172,-1.41823,3.0252151,9.87E-09,1.47E-08,2.25E-08
9/10/2024,118,1000,23.75,90.32,2.67E-07,9.66E-11,2.33E-08,2.35E-10,4.32E-08,1.42E-09,2.64E-09,0.020872008,6.72E-09,302.84644,80.49724,-2.5415897,1.8198519,1.42E-08,1.94E-08,2.92E-08
9/11/2024,116,1000,23.75,90.32,3.63E-07,3.76E-11,3.31E-08,7.35E-11,6.79E-08,3.04E-09,3.99E-09,0.021219697,1.12E-08,303.92798,76.74591,-0.93881065,1.376605,2.20E-08,2.72E-08,4.02E-08
9/12/2024,116,1000,23.75,90.32,3.80E-07,4.70E-11,2.58E-08,1.31E-10,7.70E-08,1.55E-09,3.29E-09,0.020990282,5.41E-09,306.01587,70.82863,1.4365425,-1.8029184,2.80E-08,3.38E-08,4.96E-08
9/13/2024,82,1000,23.75,90.32,2.58E-07,2.90E-11,2.03E-08,1.75E-10,5.37E-08,3.26E-09,2.16E-09,0.018802732,9.77E-09,302.67188,73.42575,-3.2901754,-0.53906345,1.77E-08,2.11E-08,3.01E-08
9/14/2024,69,1000,23.75,90.32,1.91E-07,3.99E-11,1.24E-08,1.35E-11,4.45E-08,1.12E-09,1.28E-09,0.018928785,5.40E-09,299.25073,90.888596,-6.388649,2.3031435,5.88E-09,7.97E-09,1.15E-08
9/15/2024,94,1000,23.75,90.32,2.14E-07,2.56E-10,1.25E-08,5.59E-12,6.32E-08,7.01E-10,1.42E-09,0.018879898,4.96E-09,299.25903,91.18935,-4.5960417,3.3028421,1.20E-08,1.87E-08,2.77E-08
9/16/2024,122,1000,23.75,90.32,3.27E-07,4.94E-10,2.74E-08,3.46E-10,4.71E-08,1.71E-09,3.32E-09,0.019366432,6.50E-09,301.64404,79.30469,-1.666131,1.390831,2.03E-08,3.09E-08,4.65E-08
9/17/2024,151,1000,23.75,90.32,4.59E-07,2.61E-10,4.55E-08,3.04E-10,7.98E-08,3.50E-09,5.52E-09,0.019519001,1.14E-08,303.79688,70.39525,-0.3819524,0.08282274,3.75E-08,4.81E-08,7.12E-08
9/18/2024,138,1000,23.75,90.32,5.15E-07,2.25E-10,4.15E-08,1.57E-10,9.99E-08,4.55E-09,5.88E-09,0.021742199,1.22E-08,304.77222,74.35159,1.437747,-0.5213768,4.71E-08,5.96E-08,8.89E-08
9/19/2024,155,1000,23.75,90.32,5.18E-07,1.24E-10,4.14E-08,2.13E-10,8.16E-08,3.55E-09,6.07E-09,0.02157763,7.24E-09,306.07764,71.62373,1.2443953,-0.66910523,3.93E-08,4.79E-08,6.94E-08
9/20/2024,151,1000,23.75,90.32,4.66E-07,8.85E-11,3.46E-08,6.89E-11,8.10E-08,2.56E-09,5.02E-09,0.021768168,6.59E-09,306.65186,69.15758,0.9150565,-1.3026342,3.60E-08,4.34E-08,6.25E-08
9/21/2024,97,1000,23.75,90.32,7.25E-07,6.91E-11,5.81E-08,1.78E-10,1.08E-07,7.09E-09,8.83E-09,0.021574948,1.73E-08,305.33008,71.81792,-0.7627967,0.3869112,6.23E-08,7.40E-08,1.07E-07
9/22/2024,108,1000,23.75,90.32,7.21E-07,1.88E-11,6.02E-08,2.04E-10,9.47E-08,5.30E-09,8.80E-09,0.022014562,1.10E-08,307.2473,67.80342,0.017846618,-0.739328,4.49E-08,5.27E-08,7.54E-08
9/23/2024,162,1000,23.75,90.32,4.71E-07,1.37E-11,2.90E-08,9.16E-11,1.09E-07,4.99E-09,4.20E-09,0.023168735,1.36E-08,304.76538,80.6579,-1.4273424,1.6901302,4.26E-08,5.01E-08,7.20E-08
9/24/2024,101,1000,23.75,90.32,2.71E-07,5.30E-11,2.09E-08,8.81E-11,6.54E-08,2.32E-09,2.57E-09,0.019546788,7.83E-09,302.67896,75.3813,-2.5884666,1.734911,1.72E-08,2.12E-08,3.07E-08
9/25/2024,74,1000,23.75,90.32,2.02E-07,3.82E-11,1.54E-08,1.66E-12,3.61E-08,9.36E-10,1.68E-09,0.01889896,5.97E-09,298.36328,93.45174,-3.9582062,3.9548054,8.61E-09,1.15E-08,1.67E-08
9/26/2024,89,1000,23.75,90.32,2.56E-07,1.23E-10,2.40E-08,4.47E-11,1.97E-08,1.45E-09,2.83E-09,0.019661251,9.29E-09,299.4231,91.66548,-3.048211,2.3986769,1.62E-08,2.20E-08,3.23E-08
9/27/2024,99,1000,23.75,90.32,2.18E-07,6.40E-11,1.86E-08,1.31E-10,3.01E-08,1.14E-09,1.90E-09,0.019425508,7.06E-09,299.72192,88.54411,1.0016451,1.7217741,1.50E-08,1.93E-08,2.83E-08
9/28/2024,81,1000,23.75,90.32,2.38E-07,4.82E-11,2.03E-08,1.08E-10,4.51E-08,1.13E-09,2.02E-09,0.019917965,7.93E-09,301.7566,80.39093,-0.37521094,2.441534,1.77E-08,2.32E-08,3.47E-08
9/29/2024,90,1000,23.75,90.32,2.61E-07,6.37E-11,2.08E-08,6.53E-11,6.35E-08,2.03E-09,2.45E-09,0.019516196,8.91E-09,299.89185,88.15263,1.3344421,1.6681299,3.25E-08,3.94E-08,5.79E-08
9/30/2024,153,1000,23.75,90.32,5.06E-07,1.08E-10,3.76E-08,1.49E-13,1.06E-07,5.17E-09,5.63E-09,0.021876954,1.94E-08,303.44556,80.71431,0.9932871,0.53227174,6.75E-08,8.18E-08,1.22E-07
10/1/2024,147,1000,23.75,90.32,4.80E-07,5.70E-11,3.41E-08,1.11E-11,8.07E-08,4.66E-09,5.26E-09,0.02105882,1.78E-08,301.5691,87.94318,0.97915095,-0.3623799,5.09E-08,6.09E-08,8.87E-08
10/2/2024,151,1000,23.75,90.32,4.10E-07,0,3.06E-08,3.81E-12,5.24E-08,1.74E-09,4.31E-09,0.019928847,6.93E-09,300.08496,89.180084,0.017987791,-0.58955747,2.38E-08,2.78E-08,3.97E-08
10/3/2024,86,1000,23.75,90.32,4.38E-07,8.35E-11,2.63E-08,1.00E-25,4.80E-08,2.41E-09,3.73E-09,0.020581834,1.20E-08,299.80493,93.67107,-0.41919035,2.1345272,3.09E-08,3.75E-08,5.40E-08
10/4/2024,86,1000,23.75,90.32,3.05E-07,1.98E-10,2.20E-08,5.01E-14,5.06E-08,1.01E-09,2.64E-09,0.01958435,6.33E-09,298.99146,93.652954,-0.3384484,2.5255623,2.15E-08,2.88E-08,4.26E-08
10/5/2024,124,1000,23.75,90.32,2.91E-07,3.52E-10,2.10E-08,6.75E-12,4.62E-08,1.28E-09,2.55E-09,0.019243617,6.93E-09,298.99707,92.95842,-0.09233123,3.0607882,2.82E-08,3.89E-08,5.81E-08
10/6/2024,107,1000,23.75,90.32,2.29E-07,2.18E-10,2.07E-08,5.32E-12,8.31E-08,3.49E-09,1.93E-09,0.01863414,1.61E-08,301.59497,77.14502,-2.2899065,0.9299694,4.02E-08,5.25E-08,8.13E-08
10/7/2024,158,1000,23.75,90.32,1.88E-07,1.90E-10,1.55E-08,2.89E-12,9.02E-08,2.62E-09,1.44E-09,0.016770523,1.39E-08,301.9131,69.91568,-1.5437908,1.9116259,4.02E-08,5.06E-08,7.50E-08
10/8/2024,130,1000,23.75,90.32,2.33E-07,8.48E-11,1.85E-08,9.38E-13,9.15E-08,2.99E-09,1.77E-09,0.019010726,1.67E-08,301.74585,76.87109,-0.2557249,1.9332857,4.43E-08,5.42E-08,8.04E-08
10/9/2024,128,1000,23.75,90.32,2.64E-07,9.72E-11,2.28E-08,4.48E-14,6.30E-08,2.26E-09,2.53E-09,0.01935836,1.37E-08,301.05444,80.74101,1.7740479,-0.116271675,3.77E-08,4.64E-08,6.85E-08
10/10/2024,131,1000,23.75,90.32,3.07E-07,1.26E-10,2.40E-08,1.00E-25,6.46E-08,2.43E-09,3.03E-09,0.018721025,1.06E-08,301.03784,78.997025,0.8859828,2.9060774,4.04E-08,4.96E-08,7.25E-08
10/11/2024,107,1000,23.75,90.32,3.07E-07,6.74E-11,2.06E-08,1.00E-25,8.54E-08,2.44E-09,2.71E-09,0.019387156,1.15E-08,301.45557,80.504074,2.2557478,1.9569588,4.62E-08,5.58E-08,8.21E-08
10/12/2024,150,1000,23.75,90.32,3.10E-07,1.39E-10,1.56E-08,1.00E-25,1.23E-07,3.81E-09,2.21E-09,0.018973216,1.99E-08,302.55786,73.412766,0.28875524,-0.3932128,8.53E-08,1.05E-07,1.58E-07
10/13/2024,165,1000,23.75,90.32,4.16E-07,1.69E-10,1.94E-08,1.00E-25,1.52E-07,6.57E-09,3.61E-09,0.016608723,2.81E-08,302.3899,65.785995,-1.1330767,-3.0160904,8.20E-08,1.03E-07,1.59E-07
10/14/2024,167,1000,23.75,90.32,3.93E-07,3.73E-10,1.89E-08,1.00E-25,1.07E-07,3.73E-09,3.19E-09,0.015853815,1.24E-08,302.3225,62.237137,1.0717678,-2.7739573,5.30E-08,6.91E-08,1.09E-07
10/15/2024,183,1000,23.75,90.32,4.03E-07,2.90E-10,1.82E-08,1.00E-25,1.07E-07,3.76E-09,3.19E-09,0.016121194,1.38E-08,302.3838,63.082718,1.0126629,-1.5636206,6.18E-08,7.89E-08,1.22E-07
10/16/2024,230,1000,23.75,90.32,4.28E-07,2.43E-10,1.35E-08,1.00E-25,2.15E-07,1.20E-08,3.33E-09,0.01679844,3.37E-08,301.8286,67.149826,0.8684415,-0.27206635,1.08E-07,1.36E-07,2.10E-07
10/17/2024,203,1000,23.75,90.32,4.77E-07,2.03E-10,2.47E-08,1.00E-25,1.18E-07,1.05E-08,4.29E-09,0.018279247,2.73E-08,299.24902,86.97052,-1.7183743,2.0822287,8.50E-08,1.06E-07,1.59E-07
